8	1.977217
9	1.923795
10	1.905639
11	1.849602
12	1.905639
13	1.905639
14	1.923795
15	1.882856
16	1.805037
17	1.579434
18	1.579434
19	1.579434
20	1.561278
21	1.546180
22	1.546180
23	1.546180
24	1.546180
25	1.546180
26	1.805037
27	1.923795
28	1.954434
29	1.954434
30	1.923795
31	1.805037
32	1.905639
33	1.849602
34	1.936278
35	1.936278
36	1.849602
37	1.936278
38	1.936278
39	1.954434
40	1.882856
41	1.954434
42	1.977217
43	1.954434
44	1.882856
45	1.882856
46	1.882856
47	1.849602
48	1.936278
49	1.880241
50	1.880241
51	1.780639
52	1.622556
53	1.669737
54	1.750000
55	1.669737
56	1.669737
57	1.501614
58	1.591917
59	1.649397
60	1.677421
61	1.677421
62	1.677421
63	1.677421
64	1.418564
65	1.677421
66	1.677421
67	1.649397
68	1.702820
69	1.750000
70	1.849602
71	1.780639
72	1.780639
73	1.669737
74	1.780639
75	1.880241
76	1.936278
77	1.936278
78	1.977217
79	1.977217
80	1.977217
81	2.000000
82	1.977217
83	1.977217
84	1.977217
85	1.977217
86	1.936278
87	1.954434
88	1.954434
89	1.954434
90	1.977217
91	1.977217
92	1.936278
93	1.936278
94	1.936278
95	1.880241
96	1.849602
97	1.748999
98	1.748999
99	1.702820
100	1.771782
101	1.702820
102	1.748999
103	1.748999
104	1.748999
105	1.764098
106	1.764098
107	1.764098
108	1.805037
109	1.905639
110	1.882856
111	1.936278
112	1.936278
113	1.954434
114	1.936278
115	1.936278
116	1.936278
117	1.936278
118	1.977217
119	1.954434
120	1.954434
121	1.936278
122	1.936278
123	1.936278
124	1.905639
125	1.905639
126	1.849602
127	1.849602
128	1.849602
129	1.880241
130	1.780639
131	1.669737
132	1.669737
133	1.750000
134	1.591917
135	1.702820
136	1.702820
137	1.748999
138	1.649397
139	1.677421
140	1.796180
141	1.796180
142	1.811278
143	1.796180
144	1.677421
145	1.677421
146	1.677421
147	1.677421
148	1.764098
149	1.748999
150	1.748999
151	1.477217
152	1.500000
153	1.419737
154	1.500000
155	1.702820
156	1.702820
157	1.771782
158	1.771782
159	1.771782
160	1.771782
161	1.771782
162	1.805037
163	1.923795
164	1.882856
165	1.882856
166	1.882856
167	1.905639
168	1.905639
169	1.905639
170	1.923795
171	1.823192
172	1.805037
